-4,68276598100626    -4,67542157124203    0
4,82134330058325    3,38145086932064    0
4,17234926911646    1,68342739654865    0
-1,99749751925007    -1,48233679150347E-09    0
-3,16906730412641    -4,06132615144618    0
-4,75791295215574    -4,80450614458147    0
-7,48758073560354E-05    0,173174244754921    0
0,0296976300507931    -1,55161567554655    0
0,187980859424043    -0,173174233606559    0
0,835039199969813    -2,27592494472858    0
0,842022188302584    0,571670464156981    0
3,52284978062874E-05    -0,00664619653325604    0
1,19578490312572E-38    -2,04941940322618    0
-0,0010594985674054    0,173169096790033    0
-2,84978035209562E-15    0,451437027867236    0
0,00107713680231991    -0,173169096745604    0
-4,38754474976602    0,184330854561557    0
1,62936090305422    -1,54845396577528    0
-3,20386225632346    -2,43725224464036    0
-3,11876120041391    -1,09166527023088    0
3,23353192144518    3,79300268773881    0
3,57021234862982    -3,42804598548824    0
-3,03056257243042    -2,73420483129773    0
0,180460425185601    1,89972522420867    0
-3,13664534840198    3,34076361980273    0
0,0296630947750887    0,173169126694882    0
1,22639255422465    -2,0058896219673    0
-1,19467108442224    -4,28703104202815    0
0,473132018210959    2,89483981246752    0
-4,26539072766803    -4,14648156750127    0
2,46476523342845    -3,32817230372531E-308    0
0,180521445969106    -1,09278679823859    0
-0,183578799584256    -4,25577942029459E-77    0
-7,60030162307396E-304    0,803907465098383    0
-9,26455964399961E-38    -2,27618892902568E-09    0
3,25982752329771E-48    -1,39104271192323    0
1,2374642248837E-289    -4,01200071434791    0
-0,0141147036863438    2,1311680413521    0
1,00030767952493E-271    -4,01200071439494    0
0,0144867177305229    -1,51406765514927E-38    0
-3,86568138788719    2,46572280744899    0
-1,19467132283795    2,11359444633003    0
-2,08177418954005E-37    -4,96472514456478E-10    0
3,67685520865958    -6,57124529278198E-05    0
3,52598140462995    -3,50055189656805E-145    0
0,275716189023343    -4,30653131506788    0
-2,08039665755619E-37    -4,96470627267858E-10    0
4,86841785823358    -1,23013043134894    0
-0,0173555399126697    4,21485140683039    0
-3,28876086896693    -1,48012181323475    0
-2,67201154723966    -2,72490269572429    0
-0,00187439508568264    8,9545826124627E-39    0
-2,05262831405975    -3,92786721751203    0
-0,0172341690783118    -0,128449063903206    0
4,75108043279084    3,15376121000757    0
-1,08267440168752    -2,49465615178155    0
0,750803859515586    0,0692400728348008    0
4,7829800210031    4,38438806654156    0
-7,52391686707112E-309    0,54446611631086    0
-1,08094282853837    -2,41468031921584    0
-6,64149128497715E-05    -0,569267191347603    0
2,01725653362187    -0,192408117089611    0
4,11470181733123    -6,81537597873497E-39    0
2,36036208524783    -1,16400443700387    0
2,92835630150051E-154    1,63257976108815    0
-0,801493413591926    -1,79012310540165    0
-3,04957206269213    3,50052359015079E-145    0
1,12820555275693    -2,64307663666239    0
-3,18658371305159E-05    -4,27238365798329    0
2,87948520296089E-154    1,42955794118399    0
-3,86067713123756    -1,93209653102643E-154    0
0,332942106625038    -2,11934720883715E-31    0
-7,21154986983513E-05    -1,111194363847    0
1,67819153326858    -1,42678050979999    0
4,15453473859374    2,90224441026463    0
-1,11397208176664    1,16010868608055    0
0,77564119859018    -2,64048710045535    0
-1,2325556610505E-38    -4,75708332748487    0
-3,63052262867749    4,14917905568135E-309    0
-3,63052265105476    2,2240342578919E-154    0
4,46817573354116    -2,64922528324582    0
2,87919121360574E-154    2,13233321986536    0
-2,56205718852238E-19    2,07788437803829    0
-0,12622056419787    1,79012476690708    0
4,67467202324172    -4,14916803416778E-309    0
3,11036208549549    1,33685179349368    0
1,56649755565791    -2,64922654814951    0
-3,06611801416226    -0,929976216193744    0
-0,0118013934507798    -2,07686866317883    0
-1,11000712833087    -4,01534870926247    0
3,25279313116883    2,64582002767807    0
3,08069825405352    1,18630698644672    0
3,6709386755942    1,29262796996026E-308    0
4,71676191198369    -2,18799878327769    0
-1,56649669133223    2,64922651592808    0
0,2684895842688    5,74410598520092E-05    0
-1,07481050418061    3,500188185803    0
8,63528154434727E-39    0,782789723692111    0
-4,70077247932573E-05    -3,16187429239763    0
-2,84650801218727E-19    2,3160048191461    0
4,19683874537401E-05    -2,6268285901349    0
4,23473876403166    -4,10558554869953E-77    0
0,0194530458981036    4,81217066281979    0
-4,03640362219219    4,26225835994894    0
-0,01946555426894    1,34903494476016    0
-0,0115290888181325    3,66352128268383    0
0,773150342945899    3,77771126055175    0
2,04274611346603E-19    -5,04407586470905E-17    0
0,376913221216008    0,103601793350624    0
3,56155453648491    -2,25262048365845E-77    0
-4,23473876403165    -4,75394328222456    0
5,45611143898627E-10    -5,27815516026827E-05    0
-4,084323536955E-05    -3,02535208996631    0
0,0548246201521191    3,13266519212442E-10    0
7,13951561332247E-39    -2,80775855928514E-154    0
7,00293373179732E-39    -8,71689342781194E-39    0
0,376913237322648    4,80432840984345    0
0,698564837565608    1,4184574253869    0
8,6352817779245E-39    3,33273953769774    0
-1,22110516663818    -3,78262225699516    0
5,38347768455113E-10    4,22859086846462    0
0,903520668208804    4,3713303936295E-11    0
7,00281011428137E-39    2,87822998946329E-77    0
-1,86162221352955    0,751014703944782    0
-1,16025155647927    4,22859069518058    0
5,4561869692303E-10    -1,38648584782448    0
0,100592060527192    0,186854095068495    0
4,43186459572479    4,80429345113409    0
1,29575871224318    -0,0543268096863451    0
8,77804131325546E-39    3,46110869226338    0
-5,45611143894717E-10    -0,197010262342193    0
-1,15854375997642E-38    4,33436868483126    0
-3,89153875905329    1,9946195691305    0
-4,35684797920081    4,42156639834164    0
-4,90957223957924    1,51394831340352    0
2,14418136643483    -0,305400145680655    0
-4,17952458801657    -3,44904033725374    0
-5,44280048074785E-10    0,186190917085021    0
-4,90957224035636    1,5139483708244    0
7,61532401798259E-34    -3,36135387248902    0
-0,0125454148683264    -1,28546938617685    0
4,52202836442316    0,262754777772471    0
-2,40750865548191E-77    -2,10321410065282    0
4,20519304118087    4,9615986173331E-05    0
-4,00131473919861    -6,49751141379229E-10    0
-2,01112811744638    4,19228337908776E-30    0
3,9510368816547    -4,03053316475383    0
4,52279676834624    -3,92789704209561    0
-3,58290169273145    4,80310992667378    0
-5,27447235436566E-05    -0,179957244949672    0
7,87560379182025E-145    1,15582799825623    0
-5,259832219297E-05    -0,183564582531645    0
2,40750717491283E-77    -4,80453272616037    0
-4,27281149758134    -8,22800158681567E-39    0
-0,24434437753835    1,14741423777199    0
-1,25373888941966    0,934350423484273    0
-3,75776409107764    3,80877087303043    0
-2,73302048081552    2,7201282021284E-77    0
-3,93444111930364    -2,99060544863965E-154    0
-1,01656839586387    0,0401709984088608    0
-5,78857656140286E-05    1,14743284273889    0
-0,542935008238467    0,899669330520402    0
-3,82550695665879    2,47014363178878    0
-0,263169461141369    -0,251908322813274    0
-0,181374427237539    1,92221448147773    0
2,19906392873842    1,65358081513721    0
-3,83376585266352    -3,58972000984792E-19    0
0,207905059785835    0,936586579895396    0
-4,12414616949072E-05    0,678047214640886    0
-1,0653522778791    3,12779241571137    0
-1,89679405554994    0,288863884916509    0
2,14626585264963    3,81105324254553    0
-0,511140487741799    3,40619977516893E-77    0
2,29585396932075    1,63278897371105    0
-5,78892859523836E-05    -2,40225619998607E-07    0
-3,80708810710238E-75    -4,65645672140131E-05    0
-2,15132425150248    2,79682912149455    0
-2,29194924993845    1,63278897374383    0
2,65526837926958E-77    2,4022538565087E-07    0
-1,23307179293798    -1,98643307361524E-19    0
1,93681127457199E-19    5,31016941754478E-76    0
-3,96169621956722    2,10490662755064E-07    0
-4,14215284815045    1,96298928251112    0
1,25227854178748E-38    2,03190893504127    0
4,14076612137883    0,888780400105185    0
8,70366052906936E-39    0,0109349739414698    0
2,69319722225121    4,18410910665984    0
8,8919172229821E-39    -2,77369771736264    0
1,76461640554663E-77    4,36812602528489E-82    0
-4,25741800259841E-77    3,04935447712798    0
2,29317726991217E-154    0,000870356331959303    0
-2,9535112101467    0,381535597689087    0
3,04328620301945    -4,80154990352645E-05    0
1,91694115567295    -1,32551770688172E-18    0
-2,27773404038041E-77    -3,98260000206659    0
1,70914307427827    -8,80011571163354E-11    0
5,87987154160084E-310    0,809987173945289    0
8,79111207364033E-10    -0,421816935298464    0
5,85001273654468E-05    -3,80773827064807    0
-8,79111221749932E-10    0,421826876558955    0
4,80475197862042    -1,30196185830318E-308    0
-3,7914633597786    1,48351308375824E-308    0
5,16406300735235E-05    0,288203351799493    0
8,79086576152559E-10    -0,421826504321613    0
3,52572803996936    -0,421826875630584    0
-3,09146338928574    1,81974524575392E-07    0
3,5493353309955    0,0802399852823131    0
1,91884129019719    -8,33135494661999E-39    0
2,1520670583448E-76    -0,449063379992295    0
2,63443551079116    4,99226464673066E-05    0
0,761625299119224    3,16231902783245E-154    0
1,18918010257978    0,923881245434891    0
-0,830739387906461    2,99115481692886    0
-3,75185596698516    -3,02181961072953    0
1,98076400765261    0,903154935187935    0
2,76725132379594    9,79734805398788E-10    0
0,0103365922124457    -2,42938586130315E-19    0
1,08630484227329    1,89407626846424    0
1,98076400766108    0,754230741323735    0
3,79065268562831    -3,02682380986456    0
3,85939923646888E-15    3,02682380221731    0
4,25339789570035    -4,02773891067967    0
2,04929909058412    1,81979728092441E-07    0
2,41920241158688E-77    0,762972122955618    0
-4,10415053106651    -4,11693143550242    0
-3,79057566240229    -3,05794683034537    0
-1,48440998535206    -6,47114547932074E-05    0
8,67430859324542E-10    -2,67881047803853    0
1,86101500052162    0,0141843095689671    0
2,57510058006268E-77    0,0136667110904746    0
2,05242979143838E-309    -4,73270388573039    0
2,05777498389049    1,03375306532431    0
3,39148716471093    2,07858857830669    0
3,11486940430613    -4,84472622502529    0
3,16619629861847E-05    -0,755447699187508    0
-2,36480156378558E-58    -0,194763261466902    0
3,16619629931344E-05    0,755597724842243    0
-2,60867953526683    -3,33378934672004    0
2,03433740435752    0,769624954436611    0
1,60141313189053    -5,08695884186928E-05    0
2,16302669744945    -0,00811932836962559    0
0,834179289308667    1,12678300180047E-19    0
-2,02720505411661    2,65463235226986    0
0,0783524780646222    0,0107545397181117    0
7,08732109974423E-05    3,18001705159872    0
1,04265486492614E-308    -2,6775976689749    0
-2,65251666003698    -3,79431897023937    0
-1,68827425794067E-38    -2,65523245539893    0
2,46139417580123    -3,79431897023937    0
0,0812278503509428    -5,08715374057887E-05    0
3,5053207927742    -3,2243676010933    0
1,6696464577528    -4,88536756030106    0
2,38016865698837    -0,193739629403028    0
-4,78126527700625    -0,777026554931283    0
1,62400807518741E-308    3,48521329259012    0
-4,92608320880425E-05    2,09398387456375    0
2,22720168891469    3,13378480074371    0
3,13854360766011    2,21912487218795    0
2,22658982784779    -3,13378481657668    0
-1,38369352122886E-75    5,11875154723651E-10    0
-2,22720274458784    -0,959248852064714    0
0,00950450384827283    2,02874091704031E-19    0
-4,66846273503006    -0,129766008606605    0
0,53972053725829    6,22478421575785E-10    0
2,13220380092305    -3,74236643066232    0
-0,129561631394964    -1,4839971839165E-308    0
-1,84731984877485    3,44529388865702    0
-1,55526064024512E-19    4,64895588345433    0
-2,42896138301979E-308    4,47207029512413    0
4,84197351550785E-05    -3,57834234512784    0
-0,677187491989316    2,30492698649084    0
-1,02432383045313E-38    -2,28953633668739E-309    0
-1,04675857948573E-09    -2,22032570176549    0
-1,02432382830685E-38    -1,45593545854836E-309    0
1,04675857948574E-09    -3,90782570176549    0
0,545812842596632    -3,11043306297697    0
-1,14652421903369    2,67659769554147E-154    0
-1,55397570827576E-19    -1,94930846284744    0
6,67979358661119E-10    -3,37878649826469    0
-5,11174804614361E-08    -3,57958835017848    0
0,817693948531961    -0,207024328950039    0
0,00859152618636627    3,67299938612092    0
-0,817639911741146    -2,52082092693596    0
4,44266038961731    1,4137293875356E-19    0
6,67979357773431E-10    -3,38697808380545    0
-1,62807889278549    2,42070941274087    0
-0,964209942327202    -2,5185072656464E-154    0
-3,25610118772644    3,05231835136764    0
0,133212560384017    -0,345940527234769    0
3,34633101610229    0,0567014703155456    0
-2,20274323847046E-77    1,91678997140778    0
1,22959654835139E-19    3,62068484189312    0
4,66236661131949    -0,855172312381431    0
-3,2562033386362    -3,33659871403901    0
-4,33960418387243    4,61472779490081E-154    0
5,53275327282933E-10    -4,45664150217507    0
3,67109386353814E-12    1,74756255413704E-154    0
-2,9683251077364E-77    -4,09807863603256    0
-0,391069932592526    -3,74723314240257    0
0,00832741886760565    2,34309991659921    0
-2,06685615567312    -1,89324854520777E-19    0
-7,90690960576176E-10    0,834149684829394    0
7,57138137100484E-39    -3,25920102300379    0
3,48048675755708E-154    -0,685538665327324    0
7,57138137040577E-39    -0,855177328858959    0
1,4445846124804    2,75771884600751    0
-1,66258275729748E-308    -3,67208614562557E-154    0
3,1011268734608E-154    -1,87201494839482    0
-3,58920068252887    3,6720873987791E-154    0
4,86417956154385E-10    -3,25643993367275    0
0,149812630817145    -0,0897518633144818    0
0,462351566477489    -2,70137365682275    0
0,899034763179669    2,37631275454985E-154    0
1,28265404062325E-115    3,93090620361829E-05    0
-0,636311258195558    -3,28255279448119    0
-2,75667990571633    -1,2134603213778    0
-0,013202305382739    -3,6416511371275    0
-0,895193301710019    -0,236160870005257    0
5,17193739026208E-10    3,56868188295918    0
-3,20246697785448    1,21346029733866    0
-0,877133734070102    -1,1935826459102E-232    0
-1,92274600409905E-154    -4,8201611420832E-10    0
2,59616303805958    -0,0897518656381521    0
3,41344405294837    3,03118094249466    0
4,30697558043291    -0,226536970469726    0
0,015767221093116    3,18213451103407    0
-3,73592893892031E-12    -3,1590311826016    0
0,635492729783782    4,70275757742303    0
0,8990353054403    -0,414603700839287    0
1,07621459055619    -3,15901647171937    0
-0,754551882888681    -0,136083278402689    0
-0,640027362689724    3,62632356247137    0
2,27271433339171    -0,146075527764423    0
3,29708317182912    5,44062412974612E-10    0
1,28227442585314    -1,16751523111866E-77    0
-2,12741269420294    -0,831859056011925    0
2,18801855351072E-19    -1,46516928746215    0
3,23643196292055    -2,33564302990443E-154    0
-9,30020292993121E-10    -4,46658820306651    0
2,8553802978637    2,33343975689352E-154    0
3,66931813552353E-12    -1,74753971223198E-154    0
-4,56998552485248    -1,6165984170783E-309    0
1,11222465371275    -2,54322975057809    0
2,81833298868845    -1,46516928746985    0
3,85538320372145    -1,25883977430787E-308    0
4,01418717349033    0,157404014490031    0
-2,81833298868422    -2,54335279987505    0
-3,44891998274788    -1,72723545889761E-154    0
3,85539069900552    -3,30084411211618E-309    0
-0,340044266711254    -2,17095719121479    0
1,7511206424724    -1,26878744526934E-308    0
-3,08604487905143    -2,5670826586894E-308    0
1,08259321923989    -4,70364291025391E-154    0
0,0144392235795581    -2,17811350203562E-125    0
-0,847694293467758    1,93187942119897    0
-4,50604094169384    2,17811488685145E-125    0
5,38974345339926E-12    3,08501958984278    0
-0,0135177992102273    -3,5184667164521    0
-2,44639632273235    -1,21364024111247E-308    0
2,86125567591004    3,21849077305696    0
-0,590275998967828    4,69896667859637    0
0,0181419215367777    -1,85169016330116    0
4,25911279862353    -4,65311886982956    0
-1,55520666427446E-19    2,42637246261648    0
1,22974439467171E-11    0,593530789759723    0
2,85379048731964    9,92895473475113E-10    0
-4,89699207777467    4,65311887547537    0
7,51895444304756E-39    -3,91737513398278E-19    0
-4,88296860824651    -2,6753964823081    0
3,82626399526556    -3,70331316660313    0
-2,1327003094402    0,369322022325696    0
2,44638118276485    2,1450393628701    0
-4,45109823693826    -1,18187061779314E-308    0
-0,769269726937078    -3,20751334636275    0
-1,77528917406066E-154    -2,65765377803207E-154    0
-2,93002376089083    -2,65908229193026    0
-1,49695160870082E-154    -2,65764953292836E-154    0
-3,40131638703714    4,06366016208617    0
4,15252799053111    -0,986784897275169    0
-5,08316876783166E-10    1,19420239104353E-38    0
2,89615113405822    -1,17457336037578E-308    0
-1,77060200845385    3,92604735501555    0
-0,168545311401302    1,49367408208377    0
-3,43525976807236    4,07396667430544    0
-1,06920675133333    0,513940109974284    0
-0,141800467465475    3,0269998215113E-34    0
-4,99797410357202    1,19461791313988E-17    0
-1,04051057038275E-308    -1,21474009762273    0
3,37378878266255    -2,35247384817846E-19    0
0,141093476284231    -6,92442222550126E-39    0
3,37441167722101    -2,35188589307259E-19    0
6,33492592503975E-305    9,17438853442231E-39    0
5,2532798909522E-270    3,57447636000172E-77    0
0,639024379173236    2,95753817119185    0
-3,83700304144855    1,51227066341908    0
-0,0148116307279513    1,12531473417074    0
-3,56059576753189E-270    -1,3885621388833    0
4,87445147236551    2,14042449814456E-38    0
0,214127190322918    5,20590153493875E-304    0
0,948465328354009    1,6011636460871    0
4,55807227158371    0,660672715181609    0
-1,56845290738063E-308    -5,03199961769819E-10    0
-2,31621240571034    0,00625145038421858    0
-1,56845293182057E-308    5,03199961847427E-10    0
3,85351811016608    0,00625447840463087    0
-0,87251679865331    1,60136709372636    0
4,64777511653334    3,20096064747039    0
2,05003222954335    1,5285958664154E-31    0
2,44366337990552    4,54884024192029    0
1,98733655974818E-19    4,08846382497745    0
-5,97831702298132E-20    -0,0153255781313844    0
0,872319916552193    -1,60136707146001    0
0,0183382767629646    -1,25549135495759E-36    0
-4,17761158643321E-77    0,860498376769    0
4,75989660630404    0,00625157085407216    0
-0,771909470978208    2,7536134593857E-154    0
-2,05157634646599    -4,3808986144666    0
3,35516994329177    0,00625145038403078    0
4,97293599879972    2,01721650598274E-308    0
3,2791883779782    0,0394221238461353    0
0,0700707460885017    2,82784238809558    0
-0,300747705445684    2,07506890349079    0
-0,426037741403086    1,6588151219114    0
-4,25693351271413    -1,17802726883741    0
2,39888901680773    1,1785207439811    0
2,0503153924769    1,24500231854209E-38    0
-4,69531295769644    2,56895480934111    0
7,44491583063342E-309    -0,285252982347503    0
-0,747915623179615    4,7402181206691E-154    0
-1,12517227677912E-09    0,856754066853894    0
-2,40556122999752    1,58949883859709    0
7,71519911464044E-20    0,411261988658865    0
1,13680724431316E-09    -2,09089284161427    0
2,22287459470627    0,208304755019525    0
-1,89932446965261E-19    4,15252753860409    0
-7,33729465731729E-10    1,27624216761984    0
-0,214479674381474    4,15252753958999    0
-1,93909679116031E-308    3,8635393756139    0
1,89932446963127E-19    4,15252766062963    0
-2,40598842995078    -8,78006780529437E-10    0
3,12855852762446E-05    2,43639380744515    0
4,0018479195432    -1,77783453884919    0
2,0050055390141    -0,00463927212768385    0
-4,24895040333419    -0,497106116392622    0
-3,71797863274353    -5,77286410609392E-271    0
1,7445988053198    0,0350961583040063    0
1,97495343488406    0,889029775462416    0
-0,253068794532047    1,76914906893131    0
7,37622730895863E-09    -8,88857436863452E-87    0
0,00888499681422142    -1,64520016263774    0
1,09502142533462    3,73086150156228    0
3,90603437968811    4,47682911100039E-08    0
0,813469321380122    0,496723897378214    0
2,68427809595814E-19    1,22719982832373    0
-4,50765675207243    -0,942355624140489    0
-3,47034887463412    1,76828880736803    0
7,02678376177465E-39    -2,90394731127273    0
-1,488019969983    8,53101690212196E-39    0
-2,0551302297256    0,0151071042737904    0
-1,48802002484468    -1,68918043910237    0
5,83288189730932E-10    -3,00704343196583    0
6,11082772000743E-05    4,42049435115559    0
-1,03733645836376    4,23300692493919    0
0,90514038867858    7,49014123307144E-05    0
-4,75727674240473    -4,23300692493496    0
-1,48802014192961    3,50220283338662E-310    0
0,0544894044524044    1,46529489965807E-38    0
2,88654731267935    -4,08799258114972    0
2,52051933078556    3,2974270667844E-154    0
-1,00689777686004E-09    1,95654394537329    0
-1,28603365461005E-38    2,90394731079407    0
2,61430728995051E-154    3,50220283359976E-310    0
-2,03364111810627    2,90394653638457    0
2,66654799281651    -3,50220283338652E-310    0
-1,20251965605822    2,67870927737077    0
0,405971891227334    5,87270553369429E-275    0
3,89543388588903    2,90394844435164    0
0,782342626343944    -1,63474595852198E-154    0
4,50764926072308    -1,75949293876993    0
0,895075931126256    -4,87792625112016    0
-2,85682372325393    -0,896591850404975    0
3,43954724844398    -3,53267017034271    0
3,33886108620257E-05    -1,77381613951097    0
0,78234231409745    -2,21197893434447E-154    0
3,75210975233979    -4,27832076758068    0
-2,49990003066826    -4,29189295475086    0
-2,51974710627157    0,474650781923294    0
-0,171257695764401    2,03148432333476    0
-0,184706562819514    2,48090865904508    0
-3,43983185512625    1,35325200231658E-19    0
-3,55236652321292    -4,27832076843839    0
3,29840822803887E-35    7,58008736640273E-05    0
4,16687193682608    2,72956066019542E-308    0
